timestamp,elapsed_time,Test_fast_Dissolving_1_avg_intensity,Test_fast_Dissolving_1_std_intensity,Test_fast_Dissolving_1_min_intensity,Test_fast_Dissolving_1_max_intensity
15_25_46,1299.86,218.7975607142857,3.1921377375670192,199,238
15_25_48,1301.97,218.86215,2.4195153482375646,200,232
15_25_50,1304.05,218.950125,2.588919035058703,197,233
15_25_52,1306.14,218.77790357142857,2.7391144876430076,199,234
15_25_54,1308.22,218.69,2.532147592177721,198,233
15_25_56,1310.32,218.95778928571428,2.695456568513458,197,234
15_25_58,1312.39,218.0231357142857,2.566417825103738,199,233
15_26_00,1314.50,218.25642857142856,2.793213988894353,200,235
15_26_02,1316.57,218.48728214285714,2.8112901916778315,197,234
15_26_04,1318.68,218.60709642857142,3.5154102074175952,200,238
15_26_06,1320.76,219.0953357142857,2.3904311539096104,197,233
15_26_08,1322.86,218.70163214285714,2.8846530207973724,196,235
15_26_11,1324.93,217.73546071428572,2.5303686282605553,196,233
15_26_13,1327.04,219.69440357142858,2.6923237642259554,202,233
15_26_15,1329.13,218.34620714285714,3.9533238149262786,184,239
15_26_17,1331.22,218.4033892857143,2.5131202742292986,201,231
15_26_19,1333.29,219.09737142857142,2.6710586888317662,200,234
15_26_21,1335.39,218.11869642857144,2.9201725268236833,196,234
15_26_23,1337.50,218.7146892857143,3.7261529294242117,199,238
15_26_25,1339.56,217.790625,2.620083416491735,199,233
15_26_27,1341.67,217.99454642857143,2.769742556626382,200,236
15_26_29,1343.75,218.5044892857143,2.730099656061672,202,233
15_26_31,1345.85,218.690075,3.8178958389710087,182,239
15_26_34,1347.92,217.56730357142857,2.7173921743599987,199,232
15_26_36,1350.03,217.662025,2.8446625533149166,197,233
15_26_38,1352.11,218.58832857142858,2.9297705040372235,201,235
15_26_40,1354.22,219.07815357142857,3.4855409322946604,198,239
15_26_42,1356.28,217.96597857142856,2.5273404371503063,196,233
15_26_44,1358.39,218.1972357142857,2.781928583633803,199,234
15_26_46,1360.47,218.28677142857143,3.0439186452964986,200,236
15_26_48,1362.57,218.22621785714287,2.7274269236712536,193,233
15_26_50,1364.64,218.05910357142858,2.6244325202905623,202,232
15_26_52,1366.76,217.57445714285714,3.000448607819048,198,234
15_26_54,1368.83,217.58481785714287,2.927867130029929,200,234
15_26_57,1370.93,217.95655,2.7055468072224196,193,235
15_26_59,1373.01,217.7268107142857,4.737682500053562,179,237
15_27_01,1375.11,217.89293571428573,2.628265606035156,189,231
15_27_03,1377.18,218.02087857142857,2.9105534229957444,198,236
15_27_05,1379.29,218.49585714285715,2.693002303779792,195,233
15_27_07,1381.37,217.4712142857143,2.600325520242512,198,233
15_27_09,1383.48,218.33454285714285,2.9510365621287056,197,235
15_27_11,1385.55,218.43913571428573,2.841539290371416,194,237
15_27_13,1387.65,218.7324357142857,2.657184747356049,201,233
15_27_15,1389.74,217.783775,2.433154984366271,202,231
15_27_17,1391.83,219.5368107142857,4.189945700282257,200,241
15_27_20,1393.91,217.79815,2.7318752335686405,199,232
15_27_22,1396.02,218.54607142857142,2.602145871728774,194,233
15_27_24,1398.09,218.6893107142857,2.5622180729704946,200,233
15_27_26,1400.19,218.28045357142858,2.792627936957045,197,234
15_27_28,1402.28,218.166725,3.039527557758771,197,235
15_27_30,1404.37,218.50620357142859,2.709232379684346,200,234
15_27_32,1406.45,218.96005,2.478763458503914,200,233
15_27_34,1408.56,218.84619285714285,3.574957612928396,199,239
15_27_36,1410.64,217.86662142857142,2.615813752019647,200,233
15_27_38,1412.73,218.4988857142857,2.795584306636129,198,235
15_27_40,1414.82,219.26097142857142,3.6565139017196953,200,240
15_27_43,1416.92,219.30272857142856,3.885854160271324,186,240
15_27_45,1419.01,218.09170357142858,2.6149490075582933,192,232
15_27_47,1421.09,217.73341428571428,2.6693531693376693,195,232
15_27_49,1423.17,218.04259285714286,2.963045029782776,195,233
15_27_51,1425.27,218.33889642857142,3.4506514804124966,202,236
15_27_53,1427.35,217.76725,2.8788190054380682,199,234
15_27_55,1429.46,218.21488214285714,2.744632545084727,199,233
15_27_57,1431.54,217.82260714285715,2.92410724885496,195,234
15_27_59,1433.63,218.2752607142857,3.2799672423058577,196,237
15_28_01,1435.71,218.01058571428572,2.4881724675687877,199,231
15_28_03,1437.82,218.29075357142858,3.3345434796751996,200,238
15_28_06,1439.90,218.32296071428573,3.247880619709598,201,236
15_28_08,1442.00,218.12066071428572,2.92912497768279,202,233
15_28_10,1444.07,217.85204642857144,2.6314279986596825,200,234
15_28_12,1446.20,217.54267857142858,3.1722783560261933,197,235
15_28_14,1448.26,218.12459642857144,3.0346829702601954,192,236
15_28_16,1450.35,217.85033928571428,2.9075305352578216,199,234
15_28_18,1452.43,217.34414642857143,2.6774192704892608,201,232
15_28_20,1454.54,217.57300357142856,3.2690495200092893,196,236
15_28_22,1456.61,218.2225642857143,3.2304147449574914,197,237
15_28_24,1458.72,218.1203607142857,2.812508237173879,197,233
15_28_26,1460.79,217.89215,2.7872677005703737,200,234
15_28_29,1462.90,217.917675,2.8055361891554194,201,233
15_28_31,1464.97,217.93618571428573,2.7463233645463276,196,234
15_28_33,1467.09,217.7808357142857,2.914503611523175,195,235
15_28_35,1469.15,217.18528571428573,2.9273460537434497,199,234
15_28_37,1471.26,218.07014642857143,2.9873634182744473,200,234
15_28_39,1473.33,218.12844642857144,2.842399278399216,193,234
15_28_41,1475.45,218.0008,2.6344095440372,199,231
15_28_43,1477.52,218.24474642857143,4.185363430198672,169,238
15_28_45,1479.62,217.75555,2.6296838316883,198,233
15_28_47,1481.69,218.08129642857142,2.947192640824501,199,234
15_28_49,1483.80,218.24018928571428,3.160306014775794,202,237
15_28_52,1485.88,218.23482142857142,3.0176732350979503,201,235
15_28_54,1487.98,217.91344285714285,2.5894347156734216,199,231
15_28_56,1490.05,218.08133928571428,2.9567951386641687,200,234
15_28_58,1492.16,217.77341071428572,2.6386895034466424,199,234
15_29_00,1494.23,217.57453928571428,2.5368247099811447,200,231
15_29_02,1496.34,218.45988571428572,3.6405648287941608,203,238
15_29_04,1498.41,217.45441428571428,2.837023178277124,194,233
15_29_06,1500.52,217.8507642857143,2.900114552197438,198,234
15_29_08,1502.60,217.5001107142857,2.5851264106752923,191,232
15_29_10,1504.70,217.94976428571428,2.9789435953771894,201,239
15_29_12,1506.78,218.17061071428571,3.1326852673339083,196,235
15_29_15,1508.89,217.78021785714284,2.8775707926693967,194,233
15_29_17,1510.96,218.0170642857143,2.6945437374461387,196,236
15_29_19,1513.06,217.76821785714284,2.6873756255012555,197,232
15_29_21,1515.13,217.63217142857144,2.6498561954050506,198,234
15_29_23,1517.24,217.72251785714286,2.94291645002436,196,236
15_29_25,1519.32,217.69245,2.8137529839420616,199,235
15_29_27,1521.47,218.12444642857142,3.2653585802855387,192,234
15_29_29,1523.51,217.6126607142857,2.6098919776276572,196,233
15_29_31,1525.60,217.37364285714287,2.6965636096744334,195,232
15_29_33,1527.68,217.59737142857142,2.903114869886326,197,233
15_29_35,1529.78,218.04244285714285,3.3827121457523415,195,237
15_29_38,1531.86,218.03143571428572,2.7317611423264094,196,233
15_29_40,1533.96,218.1570607142857,2.8032748329714154,200,236
15_29_42,1536.03,217.70897857142856,3.082903216514907,195,236
15_29_44,1538.15,217.6477642857143,2.788924780296712,195,234
15_29_46,1540.23,217.85729285714285,2.509940030576794,194,231
15_29_48,1542.31,218.30149642857143,3.1007136119865493,201,238
15_29_50,1544.41,217.330575,3.0309973885463846,200,234
15_29_52,1546.50,218.1892357142857,3.0733167032905166,196,234
15_29_54,1548.59,217.69055714285713,2.679532630546466,197,232
15_29_56,1550.67,217.8908392857143,2.9804712611358344,196,234
15_29_58,1552.76,217.70264285714285,2.6944360954472417,198,233
15_30_01,1554.86,217.66428214285713,2.7549586370441173,194,232
15_30_03,1556.94,217.7882642857143,2.838667341026455,197,233
15_30_05,1559.05,217.41456785714286,2.8317008882287342,190,234
15_30_07,1561.14,217.94005,2.744885945652908,195,233
15_30_09,1563.23,217.07716428571428,2.739818026049787,189,232
15_30_11,1565.30,217.50105714285715,2.588915718352897,197,231
15_30_13,1567.40,217.9297892857143,3.2667582924535106,196,238
15_30_15,1569.48,217.61445357142858,2.6163456701478744,195,232
15_30_17,1571.59,217.85453928571428,2.766696412283492,195,233
15_30_19,1573.67,217.73574642857142,2.902731849972433,196,235
15_30_21,1575.75,217.86475357142857,3.1662434665187957,192,234
15_30_23,1577.85,217.88808928571427,2.9604067515943147,195,235
15_30_26,1579.92,217.59358571428572,2.638459832082005,196,232
15_30_28,1582.03,217.0444892857143,2.615613009935213,200,232
15_30_30,1584.11,217.59898214285715,3.070287742396418,197,233
15_30_32,1586.21,217.45005,2.753646542898033,194,233
15_30_34,1588.29,217.4277392857143,2.749710341217687,192,232
15_30_36,1590.40,217.57882142857142,3.399124052642843,192,239
15_30_38,1592.47,217.43392857142857,3.087578615870967,199,233
15_30_40,1594.57,217.13962142857142,2.7194035847375937,198,231
15_30_42,1596.65,217.01311785714284,2.7636743257784264,195,233
15_30_44,1598.76,217.33177142857141,4.152967855028253,183,239
15_30_46,1600.83,217.384675,2.7098919591174266,193,233
15_30_49,1602.93,217.62760357142858,2.781902517032716,200,233
15_30_51,1605.01,217.09847142857143,2.453416674304449,199,231
15_30_53,1607.11,217.84686071428573,3.9785902656629597,198,238
15_30_55,1609.20,217.06569642857144,2.7380718673368554,194,232
15_30_57,1611.30,216.93969642857144,2.669181772831483,194,230
15_30_59,1613.37,217.24445,2.9251070647682527,201,234
15_31_01,1615.48,217.63319642857144,3.306325344373174,194,237
15_31_03,1617.55,216.9852857142857,2.6989769074482233,196,232
15_31_05,1619.66,217.30932857142858,3.016777155562958,199,236
15_31_07,1621.76,217.6955392857143,3.3799883920805835,197,235
15_31_09,1623.83,216.96761785714287,3.2514323168581716,197,235
15_31_12,1625.92,216.98464285714286,2.550498525698817,190,231
15_31_14,1628.01,216.13507142857142,2.6729635763721595,196,231
15_31_16,1630.11,216.93638928571428,2.802628886782562,201,233
15_31_18,1632.18,216.81755357142856,2.8491356610360348,194,233
15_31_20,1634.29,216.658575,2.6665997017503393,198,232
15_31_22,1636.37,217.36146071428573,2.681402832852248,195,231
15_31_24,1638.47,217.2916392857143,2.6815653927509375,193,233
15_31_26,1640.54,216.87562142857143,2.5616027292298775,194,232
15_31_28,1642.64,218.43964642857142,3.524847557492192,200,238
15_31_30,1644.73,216.99529642857144,2.6616139071438463,194,231
15_31_32,1646.82,216.60716071428573,2.6551625204279308,186,231
15_31_35,1648.86,217.1690607142857,2.602026801338757,194,232
15_31_37,1650.87,217.49566071428572,2.873004107057788,198,233
15_31_39,1652.95,216.66106428571428,2.5961691027652765,193,231
15_31_41,1655.04,217.47949285714284,2.7367174341233502,195,233
15_31_43,1657.14,217.50294642857142,3.3004315568446225,196,236
15_31_45,1659.21,217.8377357142857,3.534491115343024,195,238
15_31_47,1661.33,216.25752857142857,2.575020200871822,193,231
15_31_49,1663.40,218.31707142857144,2.5150535343432048,195,232
15_31_51,1665.50,219.219725,2.8086847829703645,201,234
15_31_53,1667.58,218.40501785714287,3.696129225241066,192,237
15_31_55,1669.68,216.66242142857143,2.836529190924957,199,234
15_31_57,1671.76,217.14236428571428,2.6324561282756296,200,233
15_31_59,1673.85,216.85969285714285,2.707526476315417,198,231
15_32_02,1675.93,217.92355,3.6197096920392466,198,239
15_32_04,1678.03,216.98431785714286,2.694642926060304,198,232
15_32_06,1680.14,216.44565357142858,3.159887549082148,194,235
15_32_08,1682.21,217.52994285714286,2.607113181200969,199,234
15_32_10,1684.30,218.95829285714285,4.105365367412379,199,241
15_32_12,1686.41,217.46795357142858,2.7211725724902047,197,234
15_32_14,1688.49,216.50558214285715,2.7531224319661862,195,232
15_32_16,1690.58,217.4979607142857,3.125690115551545,195,234
15_32_18,1692.67,216.48982857142857,5.126595581506945,177,237
15_32_20,1694.75,216.63796071428573,2.5430709188806815,196,231
15_32_22,1696.85,217.26076785714287,3.1466325736019054,196,235
15_32_25,1698.93,216.89007857142857,2.6296719229588237,193,231
15_32_27,1701.03,216.877225,2.706788004143472,192,231
15_32_29,1703.11,216.77832142857142,3.5395340750036928,197,237
15_32_31,1705.22,217.79814642857144,2.704728952618007,198,231
15_32_33,1707.30,216.41597142857142,2.7566523277929944,190,232
15_32_35,1709.39,217.3982892857143,2.797521467151042,198,233
15_32_37,1711.46,218.20477142857143,3.0858566912907137,201,237
15_32_39,1713.58,215.74553571428572,2.503602703849892,194,230
15_32_41,1715.66,219.793575,2.7644967518164267,200,234
15_32_43,1717.74,216.65795714285716,2.6804969365277573,200,231
15_32_45,1719.82,217.65846785714285,3.6322900208264493,199,237
15_32_48,1721.94,215.97999642857144,2.6006242107812367,196,231
15_32_50,1724.01,216.578225,2.6195900973141635,197,232
15_32_52,1726.11,216.52948928571428,2.7485440996539143,198,232
15_32_54,1728.18,218.765325,2.909877722286748,195,236
15_32_56,1730.29,218.57266071428572,2.301502395771585,201,233
15_32_58,1732.37,217.86820357142858,3.2001502846386694,191,236
15_33_00,1734.48,217.18096428571428,2.6045170512310074,198,231
15_33_02,1736.54,217.25965357142857,2.771871084404662,195,233
15_33_04,1738.65,216.65667857142856,2.7876311699256084,196,234
15_33_06,1740.73,216.68024642857142,3.087822362000923,191,234
15_33_08,1742.83,216.56180357142858,2.552543891602782,198,232
15_33_11,1744.91,216.31808214285715,2.699641279153527,197,232
15_33_13,1747.01,216.43547142857142,2.839674338578928,196,233
15_33_15,1749.10,216.39391785714287,2.7655011442714743,198,232
15_33_17,1751.20,216.38960714285713,2.758239446760064,194,234
15_33_19,1753.27,216.29227142857144,2.630902666502933,195,231
15_33_21,1755.37,216.51388571428572,2.895306554422455,200,238
15_33_23,1757.44,216.72985357142858,3.00761465402902,192,232
15_33_25,1759.56,216.76685714285713,3.2103529146707057,196,238
15_33_27,1761.63,216.82228571428573,3.0104336049472873,196,234
15_33_29,1763.74,216.60397142857144,2.7283205088815485,198,232
15_33_31,1765.81,216.3415892857143,2.5301677617783267,199,231
15_33_34,1767.91,216.23942857142856,2.6543069505532135,199,231
15_33_36,1769.99,216.43360357142856,2.6487083267108225,196,232
15_33_38,1772.10,216.42328571428573,2.56818736601105,197,231
15_33_40,1774.18,217.14326785714286,2.760946919543776,200,233
15_33_42,1776.37,216.13843214285714,2.460643957317093,198,230
15_33_44,1778.50,216.3331357142857,2.931150290319276,196,235
15_33_46,1780.58,216.93339285714285,2.7697265058290212,198,231
15_33_48,1782.60,216.90948214285714,2.9356021680341557,197,236
15_33_50,1784.64,217.04555,2.9302590422423163,196,234
15_33_52,1786.72,216.75952142857142,2.7402356623573643,196,235
15_33_54,1788.82,216.6567357142857,2.5320090106776996,197,231
15_33_57,1790.90,217.12634642857142,3.6147817768536123,180,236
15_33_59,1792.99,216.66867857142856,2.508979097356012,195,232
15_34_01,1795.07,216.12069285714287,2.7322448290120835,193,231
15_34_03,1797.24,217.0553,2.802754853201196,192,232
15_34_05,1799.25,217.4749,3.3644271414313613,194,236
15_34_07,1801.35,216.2762392857143,2.474906001077802,195,230
15_34_09,1803.44,216.540275,2.7207219491111174,199,232
15_34_11,1805.53,216.75773214285715,3.0095091910658285,196,236
15_34_13,1807.61,216.54067857142857,2.6577989490980185,200,231
15_34_15,1809.72,216.59351785714287,3.009445389644502,189,235
15_34_17,1811.79,216.76770714285715,3.038112200496572,199,233
15_34_20,1813.90,216.52836785714285,2.7414546934264106,195,233
15_34_22,1815.98,216.37859642857143,2.6156173324833363,199,233
15_34_24,1818.07,216.87724642857142,5.160928016284761,174,238
15_34_26,1820.16,217.28565714285713,2.935694125200153,199,234
15_34_28,1822.25,217.08192142857143,2.664147469019625,192,232
15_34_30,1824.35,216.03526428571428,2.5836130573584466,197,231
15_34_32,1826.43,216.92154285714287,2.81968238680334,198,235
15_34_34,1828.53,216.97507857142858,2.656713933113228,196,232
15_34_36,1830.60,216.93495714285714,2.749406065398304,198,233
15_34_38,1832.71,216.7281392857143,2.630627770383673,196,231
15_34_40,1834.78,216.70890714285713,2.5008157137691485,199,231
15_34_43,1836.89,216.44491428571428,2.8628085348026286,187,234
15_34_45,1838.97,216.9079142857143,2.5725165985462404,199,230
15_34_47,1841.06,216.96559285714287,2.8195582997454167,198,233
15_34_49,1843.15,216.66167142857142,2.558183966474368,199,231
15_34_51,1845.25,217.093925,2.9593392520393316,189,235
15_34_53,1847.32,216.775125,2.5829521769983885,195,233
15_34_55,1849.43,216.7699357142857,2.5500964399430472,198,230
15_34_57,1851.51,217.74579642857142,4.0835014528834845,199,239
15_34_59,1853.60,216.682775,2.520364290438558,199,231
15_35_01,1855.68,216.67252857142856,2.7500009673838743,197,232
15_35_03,1857.78,216.90218214285716,2.866094821175119,194,235
15_35_06,1859.87,217.31510714285713,3.037240345624929,198,234
15_35_08,1861.99,216.986325,2.6438058595415868,195,232
15_35_10,1864.05,216.85265357142856,2.7225906310484795,195,231
15_35_12,1866.15,216.92588214285715,2.7061641488267862,197,234
15_35_14,1868.23,216.72774285714286,2.6514263637613964,195,232
15_35_16,1870.33,216.86694642857142,2.8070803904695487,195,235
15_35_18,1872.40,217.0172107142857,2.6453247583289388,199,233
15_35_20,1874.51,216.964575,2.6920754204470203,197,231
15_35_22,1876.58,216.88863214285715,2.821605556182707,200,233
15_35_24,1878.70,217.4272357142857,2.5064242461286623,199,232
15_35_26,1880.77,217.74091071428572,3.027767546139669,198,235
15_35_29,1882.87,217.32123928571428,2.644891632919051,197,232
15_35_31,1884.95,217.34456428571428,2.9905715691407653,197,234
15_35_33,1887.05,217.6847857142857,2.603657583328593,197,234
15_35_35,1889.13,216.33655714285715,2.4286990940814044,193,230
15_35_37,1891.23,217.6514,3.3432938480315646,195,239
15_35_39,1893.30,219.08674642857142,4.354090858030783,201,239
15_35_41,1895.41,219.53768214285714,3.3406898430620986,197,236
15_35_43,1897.49,217.1275107142857,2.903060260291751,195,232
15_35_45,1899.59,217.64158571428572,2.8678046456323005,195,232
15_35_47,1901.66,218.76229642857143,3.802372456486133,197,239
15_35_49,1903.78,215.19925714285714,12.473462265014263,151,238
15_35_52,1905.85,218.3419,4.190051665723058,196,239
15_35_54,1907.95,217.82695357142856,3.193581946317393,194,238
15_35_56,1910.04,217.72129285714286,4.549679836453847,182,239
15_35_58,1912.13,216.6556107142857,2.79968996087568,199,232
15_36_00,1914.21,216.87226071428572,3.028098265158618,193,236
15_36_02,1916.32,216.81177857142856,2.8480296160374685,196,233
15_36_04,1918.40,217.65306785714284,4.053753844415038,195,239
15_36_06,1920.47,216.84756071428572,2.667778927690235,199,231
15_36_08,1922.59,216.97778571428572,2.8327257362721823,190,233
15_36_10,1924.66,216.73339642857144,2.835808847827338,199,232
15_36_12,1926.76,216.5899,2.7495525851620712,184,233
15_36_15,1928.85,217.30193571428572,2.7762254378168993,202,232
15_36_17,1930.94,216.35048214285715,2.6701674873302252,189,231
15_36_19,1933.01,217.90335357142857,3.9657253214244736,196,239
15_36_21,1935.13,217.84876428571428,3.9547032453427504,191,241
15_36_23,1937.20,217.20203928571428,2.6366181230940637,197,232
15_36_25,1939.30,216.7977892857143,2.902548161017843,188,232
15_36_27,1941.38,216.67159285714285,2.6955384100303563,201,231
15_36_29,1943.48,215.47855,6.699563197728426,169,237
